,Date,Event,Restoration Date,Restoration Time,Area,NERC,Disturbance,Loss,Affected Customers
113,2011-05-24 00:00:00,16:35:00,2011-05-25 00:00:00,12:40:00,Eastern Virginia,SERC,Severe Weather,790,175000
114,2011-05-24 00:00:00,09:00:00,2011-05-25 00:00:00,09:10:00,"Chicago, Illinois",RFC,Physical Attack,0,0
115,2011-05-25 00:00:00,22:14:00,2011-05-28 00:00:00,11:00:00,Central Indiana,RFC,Severe Weather,200,141000
116,2011-05-26 00:00:00,19:56:00,2011-05-27 00:00:00,18:00:00,Central Pennsylvania,RFC,Severe Weather,150,120001
117,2011-05-26 00:00:00,18:30:00,2011-05-28 00:00:00,04:44:00,"Southern Balancing Area, Georgia",SERC,Severe Weather,729,218783
118,2011-05-26 00:00:00,01:00:00,2011-05-26 00:00:00,06:00:00,"Greenwood, Mississippi",SERC,Transmission Level Interruption,30,10000
119,2011-05-29 00:00:00,18:30:00,2011-05-31 00:00:00,22:00:00,"Mid and Southern Lower Peninsula, Michigan",RFC,Severe Weather,250,113000
120,2011-06-02 00:00:00,23:45:00,2011-06-04 00:00:00,16:00:00,"Greater Columbia, South Carolina",SERC,Severe Weather,0,50465
121,2011-06-04 00:00:00,01:17:00,2011-06-04 00:00:00,03:25:00,"Midway, California",WECC,Vandalism,UNK,420
122,2011-06-05 00:00:00,05:30:00,2011-06-06 00:00:00,01:30:00,"Houston Metro-Area, Texas",TRE,Severe Thunderstorms,473,78000
123,2011-06-05 00:00:00,20:02:00,2011-06-05 00:00:00,20:55:00,"Melones, California",WECC,Electrical System Separation (Islanding),10,5314
124,2011-06-06 00:00:00,00:13:00,2011-06-06 00:00:00,03:15:00,"El Paso County, Texas; Dona Ana County, New Mexico",SPP,Load Shed/ Automatic undervoltage relay action,450,162000
125,2011-06-06 00:00:00,15:00:00,2011-06-08 00:00:00,15:00:00,"Eastern, Arkansas",SPP,Public Appeal to Reduce Electricity Usage,UNK,13000
126,2011-06-07 00:00:00,14:00:00,2011-06-08 00:00:00,06:00:00,Ohio,RFC,Severe Weather,UNK,52747
127,2011-06-08 00:00:00,12:58:00,2011-06-08 00:00:00,12:58:00,"Fredrickson Substation, Washington",WECC,Vandalism,,
128,2011-06-09 00:00:00,04:30:00,2011-06-09 00:00:00,12:00:00,Illinois,RFC,Severe Thunderstorms,UNK,169000
129,2011-06-09 00:00:00,14:15:00,2011-06-09 00:00:00,14:15:00,"San Antonio Dam Area, Los Angeles County, California",WECC,Suspected Physical Attack,0,0
130,2011-06-09 00:00:00,17:51:00,2011-06-10 00:00:00,12:00:00,"Western, Massachusetts; Connecticut",NPCC,Severe Thunderstorms,0,100000
131,2011-06-12 00:00:00,19:00:00,2011-06-12 00:00:00,20:30:00,Virginia,RFC,Severe Thunderstorms,250,56000
132,2011-06-15 00:00:00,16:00:00,2011-06-16 00:00:00,06:30:00,"Bingham County, Idaho",WECC,Vandalism,,
133,2011-06-15 00:00:00,19:15:00,2011-06-16 00:00:00,06:00:00,Georgia,SERC,Severe Thunderstorms,563,169000
134,2011-06-15 00:00:00,19:17:00,2011-06-16 00:00:00,01:45:00,"Piedmont, North Carolina",SERC,Severe Thunderstorms,300,70135
135,2011-06-18 00:00:00,15:30:00,2011-06-19 00:00:00,15:42:00,"Northern, Georgia",SERC,Severe Thunderstorms,312,93828
136,2011-06-18 00:00:00,16:45:00,2011-06-20 00:00:00,23:59:00,"Eastern, Arkansas",SPP,Public Appeal to Reduce Electricity Usage,UNK,UNK
137,2011-06-18 00:00:00,17:00:00,2011-06-18 00:00:00,21:33:00,North Carolina; South Carolina,SERC,Severe Thunderstorms,300,70000
138,2011-06-20 00:00:00,10:36:00,2011-06-20 00:00:00,10:36:00,"Collins Substation, Washington",WECC,Vandalism,0,0
139,2011-06-21 00:00:00,18:30:00,2011-06-22 00:00:00,07:00:00,AEP Region,RFC,Severe Weather,UNK,56000
140,2011-06-21 00:00:00,21:45:00,2011-06-23 00:00:00,02:00:00,Illinois,RFC,Severe Thunderstorms,UNK,300000
141,2011-06-22 00:00:00,09:46:00,2011-06-22 00:00:00,09:46:00,"Knoxville, Tennessee",SERC,Severe Weather,UNK,106300
142,2011-06-22 00:00:00,19:00:00,2011-06-23 00:00:00,01:00:00,Alabama; Georgia,SERC,Severe Thunderstorms,316,75101
143,2011-06-22 00:00:00,20:12:00,2011-06-22 00:00:00,20:12:00,"Knoble Substation, Spanaway, Washington",WECC,Vandalism,0,0
144,2011-06-23 00:00:00,08:10:00,2011-06-23 00:00:00,09:00:00,"Highgate, Vermont",NPCC,Vandalism,0,0
145,2011-06-24 00:00:00,18:30:00,2011-06-25 00:00:00,01:30:00,North/North Central Alabama; Georgia,SERC,Severe Thunderstorms,340,102275
146,2011-06-26 00:00:00,16:46:00,2011-06-27 00:00:00,07:59:00,Southwest Kansas,SPP,Public Appeal to Reduce Electricity Usage,UNK,UNK
147,2011-06-26 00:00:00,18:00:00,2011-06-27 00:00:00,13:00:00,Alabama; Georgia,SERC,Severe Thunderstorms,300,90160
148,2011-06-27 00:00:00,00:00:00,2011-06-29 00:00:00,01:00:00,Illinois; Missouri,SERC,Severe Thunderstorms,UNK,80000
149,2011-06-27 00:00:00,15:00:00,2011-06-27 00:00:00,19:00:00,Texas,TRE,Public Appeal to Reduce Electricity Usage,0,0
150,2011-06-27 00:00:00,18:55:00,2011-06-27 00:00:00,18:55:00,"Olympic Pipeline Substation, Washington",WECC,Vandalism,UNK,UNK
151,2011-06-29 00:00:00,11:30:00,2011-06-29 00:00:00,18:04:00,"Panhandle and Muleshoe, Texas",SPP,Public Appeal to Reduce Electricity Usage,0,0
152,2011-06-30 00:00:00,14:11:00,2011-06-30 00:00:00,23:25:00,"Phoenix, Arizona",WECC,Major System Interruption/Load Shed,5299,160000
153,2011-06-30 00:00:00,22:30:00,2011-07-01 00:00:00,17:00:00,Illinois,RFC,Severe Weather,UNK,121000
154,2011-06-30 00:00:00,22:31:00,2011-06-30 00:00:00,22:31:00,"Olympic Pipeline Substation, Washington",WECC,Vandalism,0,0
155,2011-07-01 00:00:00,08:00:00,2011-07-01 00:00:00,08:01:00,"CONVEX Local Control Center, Connecticut",NPCC,Vandalism,0,0
156,2011-07-01 00:00:00,16:38:00,2011-07-01 00:00:00,22:38:00,Greene County Ohio,RFC,Vandalism,,0
157,2011-07-01 00:00:00,17:00:00,2011-07-03 00:00:00,20:00:00,Southwest and South Central Minnesota,MRO,Severe Weather,UNK,70000
158,2011-07-02 00:00:00,20:15:00,2011-07-06 00:00:00,22:00:00,"South East, Lower Peninsula, Michigan",RFC,Severe Weather,UNK,182000
159,2011-07-04 00:00:00,18:00:00,2011-07-04 00:00:00,21:00:00,Virginia,SERC,Severe Weather,150,51580
160,2011-07-05 00:00:00,10:40:00,2011-07-05 00:00:00,11:37:00,West Valley Substation Utah,WECC,Vandalism,0,0
161,2011-07-06 00:00:00,09:51:00,2011-07-06 00:00:00,09:52:00,Vermont,NPCC,Vandalism,,
162,2011-07-08 00:00:00,10:00:00,2011-07-08 00:00:00,10:00:00,"Saginaw, Minnesota",MRO,Vandalism,0,0
163,2011-07-08 00:00:00,10:00:00,2011-07-11 00:00:00,09:00:00,"PJM Corporate Office, Pennsylvania",RFC,Suspected Cyber Attack,UNK,UNK
164,2011-07-11 00:00:00,09:00:00,2011-07-11 00:00:00,09:00:00,Illinois,RFC,Severe Weather,UNK,500000
165,2011-07-11 00:00:00,09:00:00,2011-07-11 00:00:00,10:25:00,Michigan,RFC,Severe Weather,254,103000
166,2011-07-11 00:00:00,11:15:00,2011-07-12 00:00:00,08:15:00,Western and Southern Lower Peninsula Michigan,RFC,Severe Weather,UNK,85000
167,2011-07-11 00:00:00,13:13:00,2011-07-11 00:00:00,13:13:00,Southwest Ohio,RFC,Vandalism,0,0
168,2011-07-11 00:00:00,13:30:00,2011-07-11 00:00:00,13:30:00,Maine,NPCC,Vandalism,,0
169,2011-07-11 00:00:00,14:27:00,2011-07-12 00:00:00,15:50:00,"Indiana, Michigan, Ohio",RFC,Severe Weather,UNK,120000
170,2011-07-12 00:00:00,12:00:00,2011-07-12 00:00:00,12:00:00,Maine,NPCC,Vandalism,,0
171,2011-07-12 00:00:00,20:20:00,2011-07-12 00:00:00,21:30:00,California,WECC,Suspected Physical Attack,UNK,UNK
172,2011-07-13 00:00:00,17:19:00,2011-07-13 00:00:00,22:03:00,"Pueblo, Colorado",WECC,Load Shed,580,
173,2011-07-14 00:00:00,11:00:00,2011-07-14 00:00:00,19:00:00,Texas,TRE,Public Appeal to Reduce Electricity Usage,0,0
174,2011-07-18 00:00:00,17:00:00,2011-07-24 00:00:00,13:30:00,Southeast Michigan,RFC,Severe Weather,,197166
175,2011-07-19 00:00:00,11:45:00,2011-07-19 00:00:00,15:00:00,Maine,NPCC,Vandalism,,
176,2011-07-20 00:00:00,09:10:00,2011-07-20 00:00:00,16:30:00,"Frederickson Substation, Washington",WECC,Vandalism,,
177,2011-07-21 00:00:00,12:32:00,2011-07-22 00:00:00,06:30:00,"Lower Peninsula, Michigan",RFC,Public Appeal to Reduce Electricity Usage,8881,
178,2011-07-21 00:00:00,13:00:00,2011-07-21 00:00:00,15:00:00,"Springfield, Illinois",SERC,Public Appeal to Reduce Electricity Usage,,
179,2011-07-22 00:00:00,11:00:00,2011-07-22 00:00:00,18:00:00,"Upstate, New York",NPCC,Public Appeal to Reduce Electricity Usage,,
180,2011-07-22 00:00:00,11:34:00,2011-07-22 00:00:00,17:26:00,Ohio,RFC,Load Shed,206,23000
181,2011-07-23 00:00:00,02:30:00,2011-07-24 00:00:00,09:00:00,Illinois,RFC,Severe Weather,UNK,169000
182,2011-07-24 00:00:00,14:34:00,2011-07-24 00:00:00,15:47:00,"Southern, New Hampshire",NPCC,Vandalism,0,0
183,2011-07-26 00:00:00,12:01:00,2011-07-26 00:00:00,12:01:00,"Backup Control Center, Oklahoma",SPP,Vandalism,0,0
184,2011-07-27 00:00:00,12:07:00,2011-07-27 00:00:00,12:08:00,"Fife, Washington",WECC,Vandalism,,
185,2011-07-28 00:00:00,07:26:00,2011-07-29 00:00:00,07:26:00,"Daviess County, Kentucky",SERC,Fuel Supply Deficiency (Coal),,
186,2011-07-28 00:00:00,00:14:00,2011-07-29 00:00:00,12:00:00,"Entire ComEd Territory, Indiana",RFC,Severe Weather,UNK,201000
187,2011-07-28 00:00:00,13:32:00,2011-07-28 00:00:00,13:32:00,Indiana  ,RFC,Vandalism,,
188,2011-07-28 00:00:00,19:25:00,2011-07-28 00:00:00,19:25:00,"Spanaway, Washington",WECC,Vandalism,,
189,2011-07-29 00:00:00,11:46:00,2011-07-29 00:00:00,17:00:00,"Fredrickson, Washington",WECC,Vandalism,,
190,2011-07-29 00:00:00,20:45:00,2011-08-01 00:00:00,04:24:00,Central New Jersey,RFC,Severe Weather,,67900
191,2011-08-01 00:00:00,15:00:00,2011-08-05 00:00:00,19:00:00,Texas,TRE,Public Appeal to Reduce Electricity Usage,0,0
192,2011-08-01 00:00:00,14:18:00,2011-08-01 00:00:00,14:18:00,"Jefferson, Oregon",WECC,Vandalism,,
193,2011-08-02 00:00:00,21:30:00,2011-08-03 00:00:00,19:00:00,"Northeast, Illinois",RFC,Severe Weather,UNK,71500
194,2011-08-02 00:00:00,10:15:00,2011-08-03 00:00:00,09:16:00,Oklahoma,SPP,Public Appeal to Reduce Electricity Usage,,
195,2011-08-03 00:00:00,10:00:00,2011-08-19 00:00:00,10:00:00,Western New York,NPCC,Fuel Supply Deficiency (Coal),675,UNK
196,2011-08-03 00:00:00,16:30:00,2011-08-03 00:00:00,21:00:00,Central Arkansas,SPP,Public Appeal to Reduce Electricity Usage,0,0
197,2011-08-03 00:00:00,16:29:00,2011-08-03 00:00:00,23:40:00,Northeast Oklahoma,SPP,Public Appeal to Reduce Electricity Usage,300,
