,Date,Event,Restoration Date,Restoration Time,Area,NERC,Disturbance,Loss,Affected Customers
94,2016-09-02 00:00:00,04:00:00,2016-09-02 00:00:00,16:00:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,Severe Weather,225,90000
95,2016-09-02 00:00:00,05:45:00,2016-09-03 00:00:00,00:30:00,Georgia:,SERC,Severe Weather,Unknown,57000
96,2016-09-06 00:00:00,18:12:00,2016-09-06 00:00:00,21:24:00,Washington: Clark County;,WECC,Islanding,300,Unknown
97,2016-09-08 00:00:00,08:30:00,2016-09-25 00:00:00,00:00:00,New York: Tompkins County;,NPCC,Fuel Supply Deficiency,210,Unknown
98,2016-09-08 00:00:00,14:49:00,2016-09-08 00:00:00,15:03:00,Washington:,WECC,Islanding,0,0
99,2016-09-10 00:00:00,09:42:00,2016-09-10 00:00:00,09:57:00,Washington: Clark County;,WECC,Generation Inadequacy,135,Unknown
100,2016-09-11 00:00:00,12:05:00,2016-09-11 00:00:00,15:10:00,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,Severe Weather,Unknown,57960
101,2016-09-12 00:00:00,12:30:00,2016-09-12 00:00:00,17:56:00,"New Mexico: Bernalillo County, Sandoval County, Santa Fe County, Valencia County;",WECC,Generation Inadequacy,110,53753
102,2016-09-21 00:00:00,14:30:00,2016-09-24 00:00:00,02:30:00,Puerto Rico:,,System Operations,2750,1475000
103,2016-09-21 00:00:00,19:44:00,2016-09-21 00:00:00,21:17:00,Texas: Lubbock County;,TRE,Actual Physical Event,0,0
104,2016-09-22 00:00:00,10:56:00,2016-09-22 00:00:00,11:41:00,Iowa: Black Hawk County;,MRO,System Operations,69,19124
105,2016-09-25 00:00:00,12:49:00,2016-09-25 00:00:00,18:20:00,"Utah: Kane County, Garfield County; Arizona: Coconino County, Mohave County",WECC,Vandalism,20,10000
106,2016-10-01 00:00:00,12:24:00,10/02/2016,02:04:00,California: Mendocino County;,WECC,Actual Physical Event,0,0
107,2016-10-02 00:00:00,23:30:00,10/05/2016,08:00:00,Utah:,WECC,Transmission Interruption,50,4000
108,2016-10-03 00:00:00,15:09:00,10/04/2016,19:00:00,Texas:,TRE,Public Appeal,Unknown,Unknown
109,2016-10-05 00:00:00,11:32:00,10/05/2016,19:00:00,Texas:,TRE,Public Appeal,Unknown,Unknown
110,2016-10-05 00:00:00,15:51:00,Unknown,Unknown,California: Imperial County;,WECC,Vandalism,0,0
111,2016-10-06 00:00:00,09:50:00,10/06/2016,19:00:00,Texas:,TRE,Public Appeal,Unknown,Unknown
112,2016-10-06 00:00:00,19:30:00,2016-10-08 00:00:00,18:00:00,Florida:,FRCC,Severe Weather,5600,1200000
113,2016-10-07 00:00:00,08:00:00,10/09/2016,13:00:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,Severe Weather,413,165000
114,2016-10-07 00:00:00,11:08:00,10/07/2016,19:00:00,Texas:,TRE,Generation Inadequacy,Unknown,Unknown
115,2016-10-07 00:00:00,16:22:00,10/12/2016,11:00:00,Georgia:,SERC,Severe Weather,122,36384
116,2016-10-07 00:00:00,22:45:00,Unknown,Unknown,Florida:,FRCC,Severe Weather,Unknown,Unknown
117,2016-10-07 00:00:00,23:00:00,Unknown,Unknown,"South Carolina: Allendale County, Bamberg County, Beaufort County, Berkeley County, Charleston County, Chesterfield County, Clarendon County, Colleton County, Darlington County, Dorchester County, Florence County, Georgetown County, Hampton County, Horry County, Jasper County, Kershaw County, Lee County, Marion County, Marlboro County, Orangeburg County, Richland County, Sumter County, Williamsburg County;",SERC,Severe Weather,Unknown,Unknown
118,2016-10-08 00:00:00,08:21:00,10/13/2016,17:30:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,Unknown
119,2016-10-08 00:00:00,14:05:00,10/09/2016,06:06:00,North Carolina:,SERC,Severe Weather,Unknown,44875
120,2016-10-08 00:00:00,01:10:00,Unknown,Unknown,South Carolina:,SERC,Severe Weather,1050,290824
121,2016-10-10 00:00:00,13:15:00,10/10/2016,19:00:00,Texas:,TRE,Generation Inadequacy,Unknown,Unknown
122,2016-10-12 00:00:00,12:09:00,10/12/2016,13:16:00,Nevada: Clark County;,WECC,Vandalism,4,1671
123,2016-10-18 00:00:00,14:06:00,10/21/2016,15:00:00,"Oregon: Deschutes County, Lake County;",WECC,Vandalism,0,0
124,2016-10-20 00:00:00,12:30:00,10/20/2016,12:31:00,Oregon:,WECC,Vandalism,0,0
125,2016-10-25 00:00:00,07:40:00,10/27/2016,07:40:00,Tennessee: Shelby County;,SERC,Vandalism,0,0
126,2016-10-26 00:00:00,05:26:00,10/26/2016,05:27:00,Wyoming: Sweetwater County;,WECC,Vandalism,0,0
127,2016-10-28 00:00:00,13:29:00,10/28/2016,13:38:00,California: Plumas County;,WECC,Islanding,4,482
128,2016-10-31 00:00:00,08:06:00,10/31/2016,15:53:00,North Carolina: Stokes County;,SERC,Actual Physical Event,0,0
129,2016-11-09 00:00:00,11:59:00,11/09/2016,18:15:00,"California: Stanislaus County, San Joaquin County, Alameda County, Tuolumne County;",WECC,Cyber Attack,0,0
130,2016-11-09 00:00:00,06:44:00,11/09/2016,07:44:00,California:,WECC,Vandalism,0,0
131,2016-11-01 00:00:00,20:55:00,Unknown,Unknown,Washington: Clark County;,WECC,Transmission Interruption,0,0
132,2016-12-08 00:00:00,01:00:00,12/08/2016,02:30:00,Oregon: Multnomah County;,WECC,Vandalism,0,0
133,2016-12-11 00:00:00,07:45:00,12/11/2016,07:46:00,Utah: Utah County;,WECC,Vandalism,0,0
134,2016-12-13 00:00:00,14:09:00,12/13/2016,14:30:00,California: Riverside County;,WECC,Cyber Event,0,0
135,2016-12-15 00:00:00,06:30:00,Unknown,Unknown,California: Merced County;,WECC,Fuel Supply Deficiency,Unknown,Unknown
136,2016-12-16 00:00:00,07:45:00,12/16/2016,08:45:00,Oregon: Multnomah County;,WECC,Vandalism,0,0
137,2016-12-26 00:00:00,04:00:00,12/26/2016,06:00:00,Washington:,WECC,Vandalism,0,0
138,2016-12-28 00:00:00,04:03:00,12/31/2016,06:00:00,California:,WECC,Fuel Supply Deficiency,0,0
139,2016-12-30 00:00:00,08:55:00,12/30/2016,08:56:00,Vermont: Chittenden County;,NPCC,Other,0,0
140,2016-12-30 00:00:00,02:30:00,12/30/2016,19:00:00,Maine:,NPCC,Weather or Natural Disaster,Unknown,85263
