,Date,NERC,Event,Area,Disturbance,Loss,Affected Customers,Restoration Date
24,2009-02-11 00:00:00,RFC,9:00 p.m.,Northern Kentucky and Southwest Ohio,Severe Thunderstorms,350,63000,2009-02-12 12:00:00
25,2009-02-12 00:00:00,RFC,2:30 a.m.,Central and Eastern Ohio,High Winds,168,184000,2009-02-12 06:00:00
26,2009-02-12 00:00:00,RFC,8:00 a.m.,Western and North Eastern Pennsylvania,High Winds,130,132000,2009-02-15 22:00:00
27,2009-02-13 00:00:00,RFC,2:30 a.m.,Central and Eastern Ohio,High Winds,168,184000,2009-02-15 03:00:00
28,2009-02-23 00:00:00,NPCC,2:38 a.m.,Southern Central and Western Maine,Ice/Snow Storm,,131000,2009-02-24 13:46:00
29,2009-03-01 00:00:00,WECC,12:15 a.m.,"City of El Paso, Texas, County of El Paso",Transmission Equipment Failure,250,132000,2009-03-01 03:00:00
30,2009-03-01 00:00:00,SERC,4:00 p.m.,Southern Balancing Area,Severe Weather,75,60000,2009-03-01 23:25:00
31,2009-03-01 00:00:00,SERC,8:54 p.m.,Duke Energy Carolinas Balance Authority,Ice/Snow Storm,1000,180000,2009-03-03 16:06:00
32,2009-03-01 00:00:00,SERC,10:00 p.m.,Central Virginia - Spotsylvania County,Winter Storm,210,217000,2009-03-03 18:00:00
33,2009-03-03 00:00:00,RFC,6:48 a.m.,Southwest Michigan,Transformer Faulted/Unit Tripped,378,,2009-04-26 06:05:00
34,2009-03-03 00:00:00,REC,10:00 p.m.,"Roanoke, Virginia",Made Public Appeals,350,0,2009-03-04 20:17:00
35,2009-03-08 00:00:00,WECC,10:16 p.m.,"San Francisco Bay Area, California",Unit Shut Down,150,-,2009-03-08 23:45:00
36,2009-04-06 00:00:00,RFC,1:00 a.m.,"Michigan, Lower Peninsula",Winter Storm,75,70793,2009-04-08 12:00:00
37,2009-04-10 00:00:00,SERC,10:00 p.m.,Alabama and Georgia,Severe Thunderstorms,162,56679,2009-04-11 02:30:00
38,2009-04-23 00:00:00,WECC,12:00 a.m.,Restricted Hydro Electric Capability,Fuel Supply Deficiency,-,-,2009-04-23 00:00:00
39,2009-04-23 00:00:00,WECC,4:25 p.m.,"Skagit County, Washington",Transmission Tripped,244,93300,2009-04-24 00:29:00
40,2009-04-23 00:00:00,WECC,5:54 p.m.,"Communities of Elsinore, Hemet, Moreno Valley, Perris, San Jacinto and Temecula in the southeastern area of Riverside County in California",Substation Load Interruption,512,280000,2009-04-23 19:58:00
41,2009-04-24 00:00:00,SERC,11:09 a.m.,"Ruston, Louisiana",Complete Electric System Failure,32,11000,2009-04-24 11:21:00
42,2009-04-25 00:00:00,RFC,2:30 p.m.,Western Region of Service Territory,High Winds/Rain,,125000,2009-04-29 01:00:00
43,2009-04-27 00:00:00,TRE,3:30 p.m.,Greater Houston/Galveston Area,High Winds,176,158000,2009-04-28 11:30:00
44,2009-05-08 00:00:00,SERC,7:30 a.m.,SW Missouri,Severe Thunderstorm,266,83000,2009-05-08 09:00:00
45,2009-05-08 00:00:00,SERC,1:30 p.m.,Southern Illinois,Severe Thunderstorm,300,68800,2009-05-14 23:20:00
46,2009-05-29 00:00:00,SERC,9:05 a.m.,"Henderson County, Kentucky",Transmission Equipment Failure,342,1,2009-05-29 19:57:00
47,2009-06-05 00:00:00,WECC,1:38 p.m.,East of Fresno California,Electrical System Separation,1,70,2009-06-05 20:18:00
48,2009-06-09 00:00:00,RFC,5:25 p.m.,Central Maryland,Severe Thunderstorms,60,85091,2009-06-11 05:00:00
49,2009-06-10 00:00:00,TRE,6:00 p.m.,North and Central Texas,Severe Storms,,800000,2009-06-14 10:00:00
50,2009-06-12 00:00:00,SERC,4:37 p.m.,"Chattanooga, Tennessee",Severe Storm,860,136000,2009-06-12 18:53:00
51,2009-06-12 00:00:00,SERC,5:45 p.m.,"Arkansas, North Mississippi",Severe Thunderstorms,,81645,2009-06-15 23:59:00
52,2009-06-12 00:00:00,SERC,10:00 p.m.,Georgia,Severe Thunderstorm,290,102000,2009-06-13 18:00:00
53,2009-06-16 00:00:00,WECC,11:00 p.m.,A.D. Edmonston Pumping Plant,Fuel Supply Deficiency,300,0,2009-06-17 02:00:00
54,2009-06-19 00:00:00,RFC,12:01 a.m.,Michigan Lower Peninsula,Severe Storm,75,99000,2009-06-21 23:00:00
55,2009-06-19 00:00:00,SERC,1:00 p.m.,The Entire ComEd Service Territory,Severe Storm,,245000,2009-06-19 23:59:00
56,2009-06-24 00:00:00,SERC,1:30 p.m.,Southwest Louisiana,Made Public Appeals,,,2009-06-24 22:00:00
57,2009-06-25 00:00:00,TRE,3:16 p.m.,ERCOT Region,Made Public Appeals,,,2009-06-25 19:00:00
58,2009-06-25 00:00:00,RFC,3:30 p.m.,Western Region of Service Territory,High Winds/Rain,,118000,2009-06-28 20:00:00
59,2009-06-26 00:00:00,RFC,1:00 a.m.,"Southwest Ohio, Northern Kentudky, Central and Southern Indiana",Severe Thunderstorms,327,85000,2009-06-27 09:00:00
60,2009-06-26 00:00:00,NPCC,5:00 p.m.,Central Connecticut,Severe Thunderstorms,,50752,2009-06-29 09:00:00
61,2009-07-02 00:00:00,NPCC,10:44 p.m.,Northern Maine,Electrical System Separation,0,0,2009-07-03 01:25:00
62,2009-07-07 00:00:00,TRE,3:30 p.m.,"San Antonio, Texas",Made Public Appeals,,,2009-07-07 19:00:00
63,2009-07-08 00:00:00,TRE,1:30 p.m.,ERCOT Region,Made Public Appeals,,,2009-07-08 19:00:00
64,2009-07-14 00:00:00,SPP,1:00 p.m.,AEP SWEPCO/Louisiana Area,Made Public Appeals,,,2009-07-14 18:00:00
65,2009-07-15 00:00:00,SPP,1:00 p.m.,AEP SWEPCO/Louisiana Area,Made Public Appeals,,,2009-07-15 18:00:00
66,2009-07-16 00:00:00,SPP,1:00 p.m.,AEP SWEPCO/Louisiana Area,Made Public Appeals,,,2009-07-16 18:00:00
67,2009-07-18 00:00:00,TRE,7:00 p.m.,Houston/Galveston Area,Thunderstorms,51,73000,2009-07-19 21:00:00
68,2009-07-20 00:00:00,WECC,9:50 p.m.,"Metro Denver (Jefferson, Adams, and Arapahoe Counties)",Severe Thunderstorm,150,86058,2009-07-22 19:00:00
69,2009-07-21 00:00:00,WECC,5:34 a.m.,"San Francisco Bay Area, California",Unit Tripped,136,1,2009-07-21 08:43:00
70,2009-07-27 00:00:00,SERC,5:05 a.m.,"Chattanooga, Tennessee",Failure of Computer Hardware Used for Monitoring,,,2009-07-27 05:47:00
71,2009-07-28 00:00:00,WECC,8:18 p.m.,Salt Lake City Utah and Northern Utah,Loss of Part of Substation,316,,2009-07-28 20:33:00
72,2009-08-02 00:00:00,RFC,2:17 a.m.,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsyvania",Highwinds,,70264,2009-08-03 13:09:00
73,2009-08-04 00:00:00,RFC,1:45 p.m.,"Northern Kentucky, Southwest Ohio and Central and South Indiana",Thunderstorms,50,63700,2009-08-08 21:00:00
74,2009-08-05 00:00:00,TRE,3:00 p.m.,ERCOT Region,Made Public Appeals,,,2009-08-05 19:00:00
75,2009-08-07 00:00:00,RFC,11:00 p.m.,Western Region of Service Territory,High Winds and Rain,,137000,2009-08-11 22:00:00
76,2009-08-09 00:00:00,RFC,7:31 p.m.,"Michigan, Lower Peninsula",Severe Thunderstorms,,58156,2009-08-10 09:59:00
77,2009-08-12 00:00:00,TRE,6:25 p.m.,South Houston Service Area,Thunderstorms,491,73000,2009-08-12 10:00:00
78,2009-08-21 00:00:00,TRE,7:00 p.m.,Houston Metropolitan Service Area,Thunderstorms,544,80000,2009-08-22 08:00:00
79,2009-08-29 00:00:00,MRO,11:00 a.m.,Western South Dakota,Electrical System Separation,373,18,2009-08-29 14:01:00
80,2009-08-29 00:00:00,RFC,10:54 p.m.,Western South Dakota,Electrical System Separation,84,0,2009-08-29 23:53:00
81,2009-08-31 00:00:00,WECC,10:31 a.m.,"City of Los Angeles, California",Made Public Appeals,,,2009-08-31 00:00:00
82,2009-10-07 00:00:00,RFC,5:45 a.m.,Southeast Michigan,Severe Storms,,75000,2009-10-09 23:00:00
83,2009-10-09 00:00:00,WECC,6:30 p.m.,"Central Valley, CA (Bakersfield, CA)",Transmission System Interruption,180,,2009-10-09 19:10:00
84,2009-10-09 00:00:00,SERC,10:45 p.m.,Arkansas and North Louisiana,Winter Storm,,56000,2009-10-11 16:00:00
85,2009-10-13 00:00:00,WECC,12:48 p.m.,Southeastern Wyoming,Ice,101,35500,2009-10-13 14:34:00
86,2009-10-13 00:00:00,WECC,3:45 p.m.,Sacramento County,High Winds,90,94000,2009-10-13 17:50:00
87,2009-10-13 00:00:00,WECC,4:00 p.m.,Northern California,High Winds and Rain,350,859554,2009-10-13 22:30:00
88,2009-11-12 00:00:00,SERC,6:45 p.m.,"Southeastern Virginia, Northeastern North Carolina",Tropical Storm Ida,400,335000,2009-11-14 04:25:00
89,2009-11-18 00:00:00,WECC,6:15 a.m.,"Central Valley, CA",Switching Failure,630,,2009-11-18 10:00:00
90,2009-12-07 00:00:00,WECC,10:00 p.m.,California,Forced Outage Equipment Failure,400,,2009-12-08 04:00:00
91,2009-12-08 00:00:00,WECC,1:00 a.m.,Arizona,Severe Weather,,140000,2009-12-10 11:00:00
92,2009-12-08 00:00:00,WECC,6:34 a.m.,California,Load Shed/Made Public Appeals,,,2009-12-08 12:00:00
93,2009-12-09 00:00:00,RFC,1:37 p.m.,Ohio,Severe Weather,,48102,2009-12-10 06:30:00
94,2009-12-10 00:00:00,RFC,5:45 p.m.,Michigan,Severe Weather,,65562,2009-12-12 08:00:00
95,2009-12-18 00:00:00,RFC,8:00 p.m.,"West Virginia, Kentucky, Ohio",Severe Weather,,403913,2009-12-25 21:30:00
96,2009-12-18 00:00:00,SERC,10:55 p.m.,Western North Carolina,Severe Weather,,47000,2009-12-19 23:15:00
