,Date,Event,Restoration Date,Restoration Time,Area,NERC,Disturbance,Loss,Affected Customers
95,2023-03-25 00:00:00,16:13:00,03/27/2023,18:30:00,Michigan:,RF,Severe Weather,5800,67893
96,2023-03-25 00:00:00,16:12:00,Unknown,Unknown,Ohio: West Virginia: Virginia:,RF,Severe Weather,Unknown,160801
97,2023-03-26 00:00:00,12:52:00,03/26/2023,13:54:00,Washington: Oregon: Josephine County; California: Idaho: Utah: Wyoming: Montana:,WECC ,Vandalism,34,Unknown
98,2023-03-28 00:00:00,18:03:00,03/28/2023,20:08:00,Texas: Cameron County;,TRE,Suspicious Activity,0,0
99,2023-03-28 00:00:00,05:22:00,03/28/2023,06:57:00,Texas: Montgomery County;,TRE,System Operations,0,0
100,2023-03-28 00:00:00,10:05:00,Unknown,Unknown,Texas: Hartley County;,TRE,Vandalism,0,0
101,2023-03-29 00:00:00,05:26:00,03/29/2023,07:23:00,Nebraska: Kearney County;,MRO,System Operations,0,0
102,2023-03-29 00:00:00,17:37:00,03/29/2023,19:15:00,Wisconsin: Michigan:,MRO / RF,System Operations,0,0
103,2023-03-30 00:00:00,09:13:00,03/30/2023,09:15:00,Washington: Kitsap County;,WECC,Vandalism,0,0
104,2023-03-30 00:00:00,18:28:00,03/30/2023,22:13:00,Colorado: Larimer County;,WECC,Transmission Interruption,18,Unknown
105,2023-03-30 00:00:00,09:40:00,03/30/2023,10:00:00,Kentucky:,SERC,Vandalism,0,0
106,2023-03-30 00:00:00,19:21:00,Unknown,Unknown,Colorado: Larimer County;,WECC,Transmission Interruption,Unknown,Unknown
107,2023-03-30 00:00:00,05:00:00,03/30/2023,14:20:00,Pennsylvania: Indiana County;,RF,Vandalism,1711,0
108,2023-03-31 00:00:00,18:00:00,03/31/2023,20:45:00,Arkansas:,SERC,Severe Weather,Unknown,58368
109,2023-03-31 00:00:00,23:00:00,04/01/2023,16:15:00,"Minnesota: Ramsey County, Hennepin County, Dakota County, Washington County;",MRO,Severe Weather,Unknown,80000
110,2023-03-31 00:00:00,20:49:00,Unknown,Unknown,Illinois:,SERC / RF,Severe Weather,Unknown,65000
111,2023-04-01 00:00:00,14:00:00,04/03/2023,10:47:00,Ohio: West Virginia: Virginia:,RF/SERC,Severe Weather,Unknown,118000
112,2023-04-03 00:00:00,12:06:00,04/03/2023,12:54:00,Alabama: Walker County;,SERC,Actual Physical Attack/Vandalism,0,0
113,2023-04-03 00:00:00,18:50:00,04/03/2023,19:26:00,Colorado: Wyoming: Nebraska: Arizona: New Mexico: Utah: California:,WECC/MRO,Transmission Interruption,Unknown,0
114,2023-04-08 00:00:00,04:30:00,04/08/2023,05:05:00,Texas: Cameron County;,TRE,Suspicious Activity,0,0
115,2023-04-11 00:00:00,08:11:00,Unknown,Unknown,Ohio: Kentucky:,RF,Vandalism,0,0
116,2023-04-14 00:00:00,05:30:00,Unknown,Unknown,Florida: Orange County;,SERC,Cyber Event,0,0
117,2023-04-15 00:00:00,16:30:00,04/15/2023,17:18:00,Texas: Kentucky: New Mexico: Washington: Oregon: Arizona: California: Nebraska: Pennsylvania: Ohio:,TRE,System Operations,0,0
118,2023-04-16 00:00:00,07:17:00,04/16/2023,14:00:00,Texas: Louisiana: Arkansas: Mississippi:,TRE,Suspicious Activity,Unknown,3900
119,2023-04-17 00:00:00,05:30:00,04/17/2023,14:00:00,Florida: Alachua County;,SERC,Suspicious Activity,0,0
120,2023-04-17 00:00:00,12:17:00,04/17/2023,17:12:00,South Carolina: Aiken County;,SERC,Actual Physical Attack/Vandalism,39,8
