,Date,NERC,Event,Area,Disturbance,Loss,Affected Customers,Restoration Date
50,2006-08-02 00:00:00,MRO,12:00 p.m.,"Midwest ISO's Market Sub-regions:  AMRN, CIN, CILC, CWLD, CWLP, FE, HE, IP, IPL, LGEE, MECS, NIPS, SIGE, SIPC",Declared Energy Emergency Alert 2/Heat Wave,,,2006-08-02 16:45:00
51,2006-08-02 00:00:00,NPCC,1:00 p.m.,New England,System Wide Voltage Reduction,,,2006-08-02 16:35:00
52,2006-08-02 00:00:00,NPCC,7:00 p.m.,New England,Severe Thunderstorms,100-140,77000,2006-08-03 01:00:00
53,2006-08-03 00:00:00,PR,2:16 p.m.,Island of Puerto Rico,Shed Firm Load,369,227480,2006-08-03 14:46:00
54,2006-08-07 00:00:00,RFC,1:00 p.m.,"Tulsa, Oklahoma",Made Public Appeals,75,Major Industrial Customer Load Reduction,2006-08-07 18:00:00
55,2006-08-10 00:00:00,WECC,8:00 p.m.,Southwest Idaho and Eastern Oregon,Severe Thunderstorm,80 to 100,65000,2006-08-12 12:00:00
56,2006-08-24 00:00:00,PR,9:58 p.m.,Island of Puerto Rico,Shed Firm Load/Reduced Voltage,180,106000,2006-08-24 23:25:00
57,2006-09-01 00:00:00,SERC,5:30 a.m.,Eastern North Carolina,Tropical Storm Ernesto,,61000,2006-09-01 10:00:00
58,2006-09-01 00:00:00,SERC,6:41 a.m.,Virginia and North Carolina,Tropical Storm Ernesto,500,333000,2006-09-03 15:25:00
59,2006-09-01 00:00:00,RFC,10:00 a.m.,Southern Delmarva Peninsula,Tropical Storm Ernesto,380,105000,2006-09-04 14:00:00
60,2006-09-01 00:00:00,RFC,3:00 p.m.,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",Tropical Storm Ernesto,,146094,2006-09-04 23:00:00
61,2006-09-01 00:00:00,RFC,8:00 p.m.,Southern New Jersey Counties,Tropical Storm Ernesto,400,100000,2006-09-04 17:00:00
62,2006-09-14 00:00:00,PR,8:56 a.m.,Island of Puerto Rico,Shed Firm Load/ Reduced Voltage,59,34716,2006-09-14 09:08:00
63,2006-09-28 00:00:00,SERC,8:08 p.m.,"North, Central and Eastern Virginia and Northern North Carolina",Severe Thunderstorms,84,56500,2006-09-28 22:10:00
64,2006-10-02 00:00:00,RFC,2:00 p.m.,"Chicago Metro, Northeast Illinois",Severe Thunderstorms,,471932,2006-10-03 18:00:00
65,2006-10-02 00:00:00,WECC,3:05 p.m.,"Newhall, San Frenando, Saugus, and Santa Clarita, California",Shed Firm Load,308,130000,2006-10-02 20:39:00
66,2006-10-03 00:00:00,ERCOT,5:28 p.m.,"Grimes, Robertson, Fort Bend, Brazos, Burleson and Walker Counties",Shed Firm Load,339,,2006-10-03 21:59:00
67,2006-10-12 00:00:00,NPCC,5:48 p.m.,Western New York State,Snow Storm,600,250000,2006-10-23 00:00:00
68,2006-10-12 00:00:00,NPCC,8:00 p.m.,Western New York State,Snow Storm,353,120000,2006-10-21 23:00:00
69,2006-10-15 00:00:00,MECO,7:09 a.m.,Island of Maui,Earthquakes,110,59886,2006-10-15 16:12:00
70,2006-10-15 00:00:00,HECO,7:09 a.m.,Island of Oahu,Earthquakes,1170,291000,2006-10-16 14:55:00
71,2006-10-20 00:00:00,RFC,1:00 p.m.,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",High Winds,,90000,2006-10-22 17:00:00
72,2006-10-26 00:00:00,MR0,5:30 a.m.,"Metro Denver and Boulder, Colorado",Wet Snow/Winds,,65000,2006-10-27 17:10:00
73,2006-11-15 00:00:00,ERCOT,10:00 a.m.,System-wide greater Houston area,High Winds,221,83000,2006-11-15 20:00:00
74,2006-11-15 00:00:00,WECC,1:00 p.m.,"Whatcom and Skagit Counties, Washington",High Winds,50,50000,2006-11-19 02:35:00
75,2006-11-15 00:00:00,SERC,3:00 p.m.,Georgia,Severe Weather,363,109000,2006-11-15 17:00:00
76,2006-11-26 00:00:00,WECC,1:00 p.m.,"Snohomish County, Washington",Wind/Snow Storm,180,63992,2006-12-02 18:00:00
77,2006-11-30 00:00:00,MRO,9:00 p.m.,Missouri and Illinois,Ice Storm,,550000,2006-12-09 18:00:00
78,2006-12-01 00:00:00,RFC,6:20 p.m.,Ohio,Wind Storm,,59106,2006-12-02 06:00:00
79,2006-12-10 00:00:00,WECC,7:35 p.m.,"San Francisco Bay area, California",Unit Tripped,220,,2006-12-10 22:14:00
80,2006-12-13 00:00:00,WECC,4:30 a.m.,Western Washington,Wind Storm,,700000,2006-12-28 23:59:00
81,2006-12-14 00:00:00,WECC,12:01 a.m.,"City of Seattle, Washington",Wind Storm,750,175000,2006-12-15 08:00:00
82,2006-12-14 00:00:00,WECC,5:30 a.m.,"Snohomish County, Washington",Wind Storm,360,172060,2006-12-20 22:00:00
83,2006-12-14 00:00:00,WECC,9:44 a.m.,"Oregon, Washington, Idaho, Montana",Wind Storm,258,24,2006-12-31 14:34:00
84,2006-12-14 00:00:00,WECC,12:07 p.m.,State of Oregon Coastal area,HIgh Winds,,"111,000 (peak)",2006-12-17 12:00:00
85,2006-12-14 00:00:00,WECC,5:00 p.m.,"Greater Tacoma area (City of Fircrest, University Place, City of Lakeland) and portions of South Pierce County in State of Washington",High Winds,280,75000,2006-12-16 16:00:00
86,2006-12-14 00:00:00,WECC,7:00 p.m.,"Oregon Counties: Multnomah, Clackamas, Washington, Marion",High Winds,,249500,2006-12-17 20:00:00
87,2006-12-16 00:00:00,WECC,7:30 p.m.,"Oregon Counties:  Washington, Yamhill",Transmission Equipment/Fire,350,84500,2006-12-17 01:00:00
88,2006-12-26 00:00:00,WECC,12:01 a.m.,Northern California,Severe Weather,420,850068,2006-12-31 09:13:00
89,2006-12-29 00:00:00,PR,4:25 p.m.,North Part of the Island,Main Power Transformer Failure/Voltage Reduction/Fire,50,18386,2006-12-31 18:59:00
90,2006-12-30 00:00:00,MRO,10:25 p.m.,"Gosper, Harlan, Franklin, Webster, Clay, Adams, Kearney, Phelps, Dawson, Buffalo, Hall, Hamilton, Sherman, Custer, Valley, Greeley, Howard, Merrick, York, Fillmore, Nance, Boone, Wheeler, Madison, Antelope, Pierce, Platte and Seward Counties in Central Nebraska",Severe Weather,300-500,15000,2006-01-06 14:25:00
